zold-jade-matt-feher-achat-bika,115,19,19,19,19,19,19,19,19,19,19,19,88,19,19,19,19,19,19,19,19,19,19,19
matt-szurke-kepjaspis-matt-feher-achat-bika,115,19,19,19,19,19,19,19,19,19,19,19,9,19,19,19,19,19,19,19,19,19,19,19
rodonit-matt-feher-achat-bika,115,19,19,19,19,19,19,19,19,19,19,19,111,19,19,19,19,19,19,19,19,19,19,19
rozsakvarc-matt-feher-achat-bika,115,19,19,19,19,19,19,19,19,19,19,19,13,19,19,19,19,19,19,19,19,19,19,19
turkiz-regalit-matt-feher-achat-bika,115,19,19,19,19,19,19,19,19,19,19,19,4,19,19,19,19,19,19,19,19,19,19,19
zold-jade-bika,115,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88
matt-szurke-kepjaspis-bika,115,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
rodonit-bika,115,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111
rozsakvarc-bika,115,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
turkiz-regalit-bika,115,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
matt-barack-aventurin-matt-onix-ikrek,115,86,86,86,86,86,86,86,86,86,86,86,92,86,86,86,86,86,86,86,86,86,86,86
matt-howlit-matt-onix-ikrek,115,86,86,86,86,86,86,86,86,86,86,86,10,86,86,86,86,86,86,86,86,86,86,86
zold-jade-matt-onix-ikrek,115,86,86,86,86,86,86,86,86,86,86,86,88,86,86,86,86,86,86,86,86,86,86,86
matt-szurke-kepjaspis-matt-onix-ikrek,115,86,86,86,86,86,86,86,86,86,86,86,9,86,86,86,86,86,86,86,86,86,86,86
zold-szezamko-matt-onix-ikrek,115,86,86,86,86,86,86,86,86,86,86,86,1,86,86,86,86,86,86,86,86,86,86,86
turkiz-regalit-matt-onix-ikrek,115,86,86,86,86,86,86,86,86,86,86,86,4,86,86,86,86,86,86,86,86,86,86,86
unakit-matt-onix-ikrek,115,86,86,86,86,86,86,86,86,86,86,86,18,86,86,86,86,86,86,86,86,86,86,86
matt-barack-aventurin-matt-feher-achat-ikrek,115,19,19,19,19,19,19,19,19,19,19,19,92,19,19,19,19,19,19,19,19,19,19,19
matt-howlit-matt-feher-achat-ikrek,115,19,19,19,19,19,19,19,19,19,19,19,10,19,19,19,19,19,19,19,19,19,19,19
zold-jade-matt-feher-achat-ikrek,115,19,19,19,19,19,19,19,19,19,19,19,88,19,19,19,19,19,19,19,19,19,19,19
matt-szurke-kepjaspis-matt-feher-achat-ikrek,115,19,19,19,19,19,19,19,19,19,19,19,9,19,19,19,19,19,19,19,19,19,19,19
zold-szezamko-matt-feher-achat-ikrek,115,19,19,19,19,19,19,19,19,19,19,19,1,19,19,19,19,19,19,19,19,19,19,19
turkiz-regalit-matt-feher-achat-ikrek,115,19,19,19,19,19,19,19,19,19,19,19,4,19,19,19,19,19,19,19,19,19,19,19
unakit-matt-feher-achat-ikrek,115,19,19,19,19,19,19,19,19,19,19,19,18,19,19,19,19,19,19,19,19,19,19,19
matt-barack-aventurin-ikrek,115,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92
matt-howlit-ikrek,115,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
zold-jade-ikrek,115,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88
matt-szurke-kepjaspis-ikrek,115,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
zold-szezamko-ikrek,115,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
turkiz-regalit-ikrek,115,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
unakit-ikrek,115,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
kek-tigrisszem-matt-onix-rak,115,86,86,86,86,86,86,86,86,86,86,86,105,86,86,86,86,86,86,86,86,86,86,86
matt-szurke-kepjaspis-matt-onix-rak,115,86,86,86,86,86,86,86,86,86,86,86,9,86,86,86,86,86,86,86,86,86,86,86
rozsakvarc-matt-onix-rak,115,86,86,86,86,86,86,86,86,86,86,86,13,86,86,86,86,86,86,86,86,86,86,86
zold-szezamko-matt-onix-rak,115,86,86,86,86,86,86,86,86,86,86,86,1,86,86,86,86,86,86,86,86,86,86,86
tigrisszem-matt-onix-rak,115,86,86,86,86,86,86,86,86,86,86,86,17,86,86,86,86,86,86,86,86,86,86,86
turkiz-regalit-matt-onix-rak,115,86,86,86,86,86,86,86,86,86,86,86,4,86,86,86,86,86,86,86,86,86,86,86
kek-tigrisszem-matt-feher-achat-rak,115,19,19,19,19,19,19,19,19,19,19,19,105,19,19,19,19,19,19,19,19,19,19,19
matt-szurke-kepjaspis-matt-feher-achat-rak,115,19,19,19,19,19,19,19,19,19,19,19,9,19,19,19,19,19,19,19,19,19,19,19
rozsakvarc-matt-feher-achat-rak,115,19,19,19,19,19,19,19,19,19,19,19,13,19,19,19,19,19,19,19,19,19,19,19
zold-szezamko-matt-feher-achat-rak,115,19,19,19,19,19,19,19,19,19,19,19,1,19,19,19,19,19,19,19,19,19,19,19
tigrisszem-matt-feher-achat-rak,115,19,19,19,19,19,19,19,19,19,19,19,17,19,19,19,19,19,19,19,19,19,19,19
turkiz-regalit-matt-feher-achat-rak,115,19,19,19,19,19,19,19,19,19,19,19,4,19,19,19,19,19,19,19,19,19,19,19
kek-tigrisszem-rak,115,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105
matt-szurke-kepjaspis-rak,115,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
rozsakvarc-rak,115,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
zold-szezamko-rak,115,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
tigrisszem-rak,115,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
turkiz-regalit-rak,115,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
hematit-matt-onix-oroszlan,115,86,86,86,86,86,86,86,86,86,86,86,20,86,86,86,86,86,86,86,86,86,86,86
kek-tigrisszem-matt-onix-oroszlan,115,86,86,86,86,86,86,86,86,86,86,86,105,86,86,86,86,86,86,86,86,86,86,86
matt-szurke-kepjaspis-matt-onix-oroszlan,115,86,86,86,86,86,86,86,86,86,86,86,9,86,86,86,86,86,86,86,86,86,86,86
lapisz-lazuli-matt-onix-oroszlan,115,86,86,86,86,86,86,86,86,86,86,86,109,86,86,86,86,86,86,86,86,86,86,86
tigrisszem-matt-onix-oroszlan,115,86,86,86,86,86,86,86,86,86,86,86,17,86,86,86,86,86,86,86,86,86,86,86
turkiz-regalit-matt-onix-oroszlan,115,86,86,86,86,86,86,86,86,86,86,86,4,86,86,86,86,86,86,86,86,86,86,86
hematit-matt-feher-achat-oroszlan,115,19,19,19,19,19,19,19,19,19,19,19,20,19,19,19,19,19,19,19,19,19,19,19
kek-tigrisszem-matt-feher-achat-oroszlan,115,19,19,19,19,19,19,19,19,19,19,19,105,19,19,19,19,19,19,19,19,19,19,19
matt-szurke-kepjaspis-matt-feher-achat-oroszlan,115,19,19,19,19,19,19,19,19,19,19,19,9,19,19,19,19,19,19,19,19,19,19,19
lapisz-lazuli-matt-feher-achat-oroszlan,115,19,19,19,19,19,19,19,19,19,19,19,109,19,19,19,19,19,19,19,19,19,19,19
tigrisszem-matt-feher-achat-oroszlan,115,19,19,19,19,19,19,19,19,19,19,19,17,19,19,19,19,19,19,19,19,19,19,19
turkiz-regalit-matt-feher-achat-oroszlan,115,19,19,19,19,19,19,19,19,19,19,19,4,19,19,19,19,19,19,19,19,19,19,19
hematit-oroszlan,115,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
kek-tigrisszem-oroszlan,115,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105
matt-szurke-kepjaspis-oroszlan,115,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
lapisz-lazuli-oroszlan,115,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109
tigrisszem-oroszlan,115,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
turkiz-regalit-oroszlan,115,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
zold-jade-matt-onix-szuz,115,86,86,86,86,86,86,86,86,86,86,86,88,86,86,86,86,86,86,86,86,86,86,86
kek-tigrisszem-matt-onix-szuz,115,86,86,86,86,86,86,86,86,86,86,86,105,86,86,86,86,86,86,86,86,86,86,86
matt-szurke-kepjaspis-matt-onix-szuz,115,86,86,86,86,86,86,86,86,86,86,86,9,86,86,86,86,86,86,86,86,86,86,86
lapisz-lazuli-matt-onix-szuz,115,86,86,86,86,86,86,86,86,86,86,86,109,86,86,86,86,86,86,86,86,86,86,86
tigrisszem-matt-onix-szuz,115,86,86,86,86,86,86,86,86,86,86,86,17,86,86,86,86,86,86,86,86,86,86,86
turkiz-regalit-matt-onix-szuz,115,86,86,86,86,86,86,86,86,86,86,86,4,86,86,86,86,86,86,86,86,86,86,86
zold-jade-matt-feher-achat-szuz,115,19,19,19,19,19,19,19,19,19,19,19,88,19,19,19,19,19,19,19,19,19,19,19
kek-tigrisszem-matt-feher-achat-szuz,115,19,19,19,19,19,19,19,19,19,19,19,105,19,19,19,19,19,19,19,19,19,19,19
matt-szurke-kepjaspis-matt-feher-achat-szuz,115,19,19,19,19,19,19,19,19,19,19,19,9,19,19,19,19,19,19,19,19,19,19,19
lapisz-lazuli-matt-feher-achat-szuz,115,19,19,19,19,19,19,19,19,19,19,19,109,19,19,19,19,19,19,19,19,19,19,19
tigrisszem-matt-feher-achat-szuz,115,19,19,19,19,19,19,19,19,19,19,19,17,19,19,19,19,19,19,19,19,19,19,19
turkiz-regalit-matt-feher-achat-szuz,115,19,19,19,19,19,19,19,19,19,19,19,4,19,19,19,19,19,19,19,19,19,19,19
zold-jade-szuz,115,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88
kek-tigrisszem-szuz,115,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105
matt-szurke-kepjaspis-szuz,115,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
lapisz-lazuli-szuz,115,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109
tigrisszem-szuz,115,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
turkiz-regalit-szuz,115,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
matt-barack-aventurin-matt-onix-merleg,115,86,86,86,86,86,86,86,86,86,86,86,92,86,86,86,86,86,86,86,86,86,86,86
matt-howlit-matt-onix-merleg,115,86,86,86,86,86,86,86,86,86,86,86,10,86,86,86,86,86,86,86,86,86,86,86
zold-jade-matt-onix-merleg,115,86,86,86,86,86,86,86,86,86,86,86,88,86,86,86,86,86,86,86,86,86,86,86
matt-szurke-kepjaspis-matt-onix-merleg,115,86,86,86,86,86,86,86,86,86,86,86,9,86,86,86,86,86,86,86,86,86,86,86
rodonit-matt-onix-merleg,115,86,86,86,86,86,86,86,86,86,86,86,111,86,86,86,86,86,86,86,86,86,86,86
rozsakvarc-matt-onix-merleg,115,86,86,86,86,86,86,86,86,86,86,86,13,86,86,86,86,86,86,86,86,86,86,86
matt-barack-aventurin-matt-feher-achat-merleg,115,19,19,19,19,19,19,19,19,19,19,19,92,19,19,19,19,19,19,19,19,19,19,19
matt-howlit-matt-feher-achat-merleg,115,19,19,19,19,19,19,19,19,19,19,19,10,19,19,19,19,19,19,19,19,19,19,19
zold-jade-matt-feher-achat-merleg,115,19,19,19,19,19,19,19,19,19,19,19,88,19,19,19,19,19,19,19,19,19,19,19
matt-szurke-kepjaspis-matt-feher-achat-merleg,115,19,19,19,19,19,19,19,19,19,19,19,9,19,19,19,19,19,19,19,19,19,19,19
rodonit-matt-feher-achat-merleg,115,19,19,19,19,19,19,19,19,19,19,19,111,19,19,19,19,19,19,19,19,19,19,19
rozsakvarc-matt-feher-achat-merleg,115,19,19,19,19,19,19,19,19,19,19,19,13,19,19,19,19,19,19,19,19,19,19,19
matt-barack-aventurin-merleg,115,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92
matt-howlit-merleg,115,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
zold-jade-merleg,115,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88
matt-szurke-kepjaspis-merleg,115,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
rodonit-merleg,115,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111
rozsakvarc-merleg,115,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
hematit-matt-onix-skorpio,115,86,86,86,86,86,86,86,86,86,86,86,20,86,86,86,86,86,86,86,86,86,86,86
kek-tigrisszem-matt-onix-skorpio,115,86,86,86,86,86,86,86,86,86,86,86,105,86,86,86,86,86,86,86,86,86,86,86
matt-szurke-kepjaspis-matt-onix-skorpio,115,86,86,86,86,86,86,86,86,86,86,86,9,86,86,86,86,86,86,86,86,86,86,86
lavako-matt-onix-skorpio,115,86,86,86,86,86,86,86,86,86,86,86,11,86,86,86,86,86,86,86,86,86,86,86
tigrisszem-matt-onix-skorpio,115,86,86,86,86,86,86,86,86,86,86,86,17,86,86,86,86,86,86,86,86,86,86,86
turkiz-regalit-matt-onix-skorpio,115,86,86,86,86,86,86,86,86,86,86,86,4,86,86,86,86,86,86,86,86,86,86,86
hematit-matt-feher-achat-skorpio,115,19,19,19,19,19,19,19,19,19,19,19,20,19,19,19,19,19,19,19,19,19,19,19
kek-tigrisszem-matt-feher-achat-skorpio,115,19,19,19,19,19,19,19,19,19,19,19,105,19,19,19,19,19,19,19,19,19,19,19
matt-szurke-kepjaspis-matt-feher-achat-skorpio,115,19,19,19,19,19,19,19,19,19,19,19,9,19,19,19,19,19,19,19,19,19,19,19
lavako-matt-feher-achat-skorpio,115,19,19,19,19,19,19,19,19,19,19,19,11,19,19,19,19,19,19,19,19,19,19,19
tigrisszem-matt-feher-achat-skorpio,115,19,19,19,19,19,19,19,19,19,19,19,17,19,19,19,19,19,19,19,19,19,19,19
turkiz-regalit-matt-feher-achat-skorpio,115,19,19,19,19,19,19,19,19,19,19,19,4,19,19,19,19,19,19,19,19,19,19,19
hematit-skorpio,115,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
kek-tigrisszem-skorpio,115,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105
matt-szurke-kepjaspis-skorpio,115,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
lavako-skorpio,115,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
tigrisszem-skorpio,115,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
turkiz-regalit-skorpio,115,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
kek-tigrisszem-matt-onix-nyilas,115,86,86,86,86,86,86,86,86,86,86,86,105,86,86,86,86,86,86,86,86,86,86,86
matt-szurke-kepjaspis-matt-onix-nyilas,115,86,86,86,86,86,86,86,86,86,86,86,9,86,86,86,86,86,86,86,86,86,86,86
lavako-matt-onix-nyilas,115,86,86,86,86,86,86,86,86,86,86,86,11,86,86,86,86,86,86,86,86,86,86,86
lapisz-lazuli-matt-onix-nyilas,115,86,86,86,86,86,86,86,86,86,86,86,109,86,86,86,86,86,86,86,86,86,86,86
tigrisszem-matt-onix-nyilas,115,86,86,86,86,86,86,86,86,86,86,86,17,86,86,86,86,86,86,86,86,86,86,86
turkiz-regalit-matt-onix-nyilas,115,86,86,86,86,86,86,86,86,86,86,86,4,86,86,86,86,86,86,86,86,86,86,86
kek-tigrisszem-matt-feher-achat-nyilas,115,19,19,19,19,19,19,19,19,19,19,19,105,19,19,19,19,19,19,19,19,19,19,19
matt-szurke-kepjaspis-matt-feher-achat-nyilas,115,19,19,19,19,19,19,19,19,19,19,19,9,19,19,19,19,19,19,19,19,19,19,19
lavako-matt-feher-achat-nyilas,115,19,19,19,19,19,19,19,19,19,19,19,11,19,19,19,19,19,19,19,19,19,19,19
lapisz-lazuli-matt-feher-achat-nyilas,115,19,19,19,19,19,19,19,19,19,19,19,109,19,19,19,19,19,19,19,19,19,19,19
tigrisszem-matt-feher-achat-nyilas,115,19,19,19,19,19,19,19,19,19,19,19,17,19,19,19,19,19,19,19,19,19,19,19
turkiz-regalit-matt-feher-achat-nyilas,115,19,19,19,19,19,19,19,19,19,19,19,4,19,19,19,19,19,19,19,19,19,19,19
kek-tigrisszem-nyilas,115,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105
matt-szurke-kepjaspis-nyilas,115,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
lavako-nyilas,115,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
lapisz-lazuli-nyilas,115,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109
tigrisszem-nyilas,115,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
turkiz-regalit-nyilas,115,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
matt-barack-aventurin-matt-onix-bak,115,86,86,86,86,86,86,86,86,86,86,86,92,86,86,86,86,86,86,86,86,86,86,86
hematit-matt-onix-bak,115,86,86,86,86,86,86,86,86,86,86,86,20,86,86,86,86,86,86,86,86,86,86,86
zold-jade-matt-onix-bak,115,86,86,86,86,86,86,86,86,86,86,86,88,86,86,86,86,86,86,86,86,86,86,86
matt-szurke-kepjaspis-matt-onix-bak,115,86,86,86,86,86,86,86,86,86,86,86,9,86,86,86,86,86,86,86,86,86,86,86
lavako-matt-onix-bak,115,86,86,86,86,86,86,86,86,86,86,86,11,86,86,86,86,86,86,86,86,86,86,86
lapisz-lazuli-matt-onix-bak,115,86,86,86,86,86,86,86,86,86,86,86,109,86,86,86,86,86,86,86,86,86,86,86
matt-barack-aventurin-matt-feher-achat-bak,115,19,19,19,19,19,19,19,19,19,19,19,92,19,19,19,19,19,19,19,19,19,19,19
hematit-matt-feher-achat-bak,115,19,19,19,19,19,19,19,19,19,19,19,20,19,19,19,19,19,19,19,19,19,19,19
zold-jade-matt-feher-achat-bak,115,19,19,19,19,19,19,19,19,19,19,19,88,19,19,19,19,19,19,19,19,19,19,19
matt-szurke-kepjaspis-matt-feher-achat-bak,115,19,19,19,19,19,19,19,19,19,19,19,9,19,19,19,19,19,19,19,19,19,19,19
lavako-matt-feher-achat-bak,115,19,19,19,19,19,19,19,19,19,19,19,11,19,19,19,19,19,19,19,19,19,19,19
lapisz-lazuli-matt-feher-achat-bak,115,19,19,19,19,19,19,19,19,19,19,19,109,19,19,19,19,19,19,19,19,19,19,19
matt-barack-aventurin-bak,115,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92
hematit-bak,115,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
zold-jade-bak,115,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88
matt-szurke-kepjaspis-bak,115,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
lavako-bak,115,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
lapisz-lazuli-bak,115,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109
matt-barack-aventurin-matt-howlit-vizonto,115,10,10,10,10,10,10,10,10,10,10,10,92,10,10,10,10,10,10,10,10,10,10,10
hematit-matt-howlit-vizonto,115,10,10,10,10,10,10,10,10,10,10,10,20,10,10,10,10,10,10,10,10,10,10,10
zold-jade-matt-howlit-vizonto,115,10,10,10,10,10,10,10,10,10,10,10,88,10,10,10,10,10,10,10,10,10,10,10
matt-szurke-kepjaspis-matt-howlit-vizonto,115,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,10,10,10,10,10,10,10,10
lavako-matt-howlit-vizonto,115,10,10,10,10,10,10,10,10,10,10,10,11,10,10,10,10,10,10,10,10,10,10,10
